pos_X	posY	posZ	vix	viy	wi	vr	wr
0.0	0.0	0.0	0.0	0.0	0.0	100	2.356194490192345
10.0	0.0	0.23561944901923448	100.0	0.0	2.356194490192345	100	-0.47123889803846897
19.723699203976764	2.334453638559054	0.18849555921538758	97.23699203976766	23.34453638559054	-0.47123889803846897	100	-0.13039611997003542
29.546571711263653	4.2082667844163	0.17545594721838403	98.22872507286887	18.73813145857246	-0.13039611997003542	100	-0.18461926679259832
39.39304223556668	5.95383781248468	0.1569940205391242	98.46470524303027	17.455710280683796	-0.18461926679259832	100	-0.19362911951038875
49.27005953221568	7.517336876026613	0.13763110858808533	98.77017296649	15.63499063541934	-0.19362911951038875	100	-0.2104751903072808
59.175497332411354	8.889306987382811	0.11658358955735726	99.0543780019567	13.719701113561984	-0.2104751903072808	100	-0.22998172254511084
69.10761560378269	10.052503722029025	0.09358541730284617	99.32118271371338	11.631967346462133	-0.22998172254511084	100	-0.25385830288701206
79.0638564038774	10.986992422083624	0.06819958701414497	99.56240800094696	9.344887000545986	-0.25385830288701206	100	-0.2836765774885488
89.0406094980978	11.668459733818917	0.039831929265290084	99.76753094220398	6.814673117352929	-0.2836765774885488	100	-0.322018743656344
99.03267763394915	12.06667370708463	0.0076300548996556875	99.92068135851353	3.9821397326571266	-0.322018743656344	100	-0.37319998938212473
109.0323865466725	12.142973515742451	-0.029689944038556786	99.99708912723348	0.762998086578197	-0.37319998938212473	100	-0.44502111725574744
119.02797940654023	11.846117692553126	-0.07419205576413154	99.95592859867722	-2.9685582318932457	-0.44502111725574744	100	-0.5531023603237732
129.00046972315337	11.104877593086595	-0.12950229179650888	99.72490316613141	-7.412400994665296	-0.5531023603237732	100	-0.7335804445101046
138.91673263192087	9.813471412134213	-0.20286033624751934	99.16262908767494	-12.914061809523819	-0.7335804445101046	100	-1.0905934291459842
148.71167571503946	7.798753069916884	-0.31191967916211777	97.94943083118608	-20.147183422173285	-1.0905934291459842	68.60153325691195	-2.062483775818813
155.24080057955965	5.6934663541709805	-0.518168056743999	65.2912486452019	-21.052867157459037	-2.062483775818813	37.103078797317075	-3.2321060034859785
158.4640488460506	3.855789784433422	-0.841378657092597	32.23248266490932	-18.376765697375582	-3.2321060034859785	20.752265423960147	-3.6353976293354937
159.84705365944123	2.3085784580777675	-1.2049184200261465	13.830048133906459	-15.472113263556544	-3.6353976293354937	11.568196791409457	-3.497447365706628
160.26092814574787	1.2283286352903817	-1.5546631565968092	4.138744863066367	-10.802498227873857	-3.497447365706628	6.2786836469075125	-3.019336656440329
160.2710572135265	0.6005419793591058	-1.8565968222408422	0.10129067778630625	-6.277866559312758	-3.019336656440329	3.294399345773436	-2.2941187134929315
160.1781796735361	0.2844653540612862	-2.086008693590135	-0.9287753999038832	-3.160766252978196	-2.2941187134929315	1.6783066892157001	-1.3718035973419298
160.09548620354101	0.138421102374233	-2.223189053324328	-0.8269346999509879	-1.460442516870532	-1.3718035973419298	0.8408034349533476	-0.32344804011307793
160.04444191133217	0.07160804679979621	-2.255533857335636	-0.5104429220883275	-0.6681305557443679	-0.32344804011307793	0.42139043206207216	0.7182922870067547
160.01779024212144	0.03896777274125559	-2.1837046286349606	-0.26651669210725976	-0.3264027405854062	0.7182922870067547	0.21418333426958325	1.5731596128747791
160.00546937113702	0.021448036870702777	-2.026388667347483	-0.12320870984407942	-0.1751973587055281	1.5731596128747791	0.11067207261110933	2.0963698975052156
160.0005998628801	0.011509678560792514	-1.8167516775969612	-0.048695082569212456	-0.09938358309910263	2.0963698975052156	0.05762649912316779	2.248505527137399
159.99919675538735	0.0059204546991398375	-1.5919011248832213	-0.014031074927663017	-0.05589223861652676	2.248505527137399	0.029873477263421364	2.0737247161909904
159.99913371269702	0.0029337722491167067	-1.3845286532641223	-0.0006304269034045013	-0.029866824500231308	2.0737247161909904	100	-10.481732484065924
161.85105798930707	-9.824088995288484	-2.4327019016707148	18.519242766100422	-98.270227675376	-10.481732484065924	100	1.5912907534502407
154.26021344284936	-16.334010582490098	-2.2735728263256907	-75.90844546457689	-65.09921587201613	1.5912907534502407	100	-0.29321909041683836
147.7968255892081	-23.964516296622207	-2.3028947353673743	-64.63387853641251	-76.30505714132107	-0.29321909041683836	100	-0.020588139346794154
