pos_X	posY	posZ	vix	viy	wi	vr	wr
0.0	0.0	0.0	0.0	0.0	0.0	25	1.57
2.5	0.0	0.15700000000000003	25.0	0.0	1.57	25	1.57
4.969251986897737	0.3908895306881196	0.31400000000000006	24.69251986897737	3.908895306881196	1.57	25	1.57
7.3470162867364746	1.1630533309354503	0.4710000000000001	23.777642998387375	7.721638002473305	1.57	25	1.57
9.574803677239785	2.297497398624313	0.6280000000000001	22.2778739050331	11.34444067688863	1.57	25	1.57
11.597814129709866	3.766316212909043	0.7850000000000001	20.230104524700806	14.6881881428473	1.57	25	1.57
13.366284802627865	5.533379165672458	0.9420000000000002	17.684706729179993	17.67062952763415	1.57	25	1.57
14.836714128456302	7.555219317055284	1.0990000000000002	14.704293258284373	20.21840151382826	1.57	25	1.57
15.972931883053958	9.7821026130852	1.2560000000000002	11.362177545976557	22.268832960299157	1.57	25	1.57
16.74698891569652	12.159251264351376	1.4130000000000003	7.740570326425599	23.77148651266175	1.57	25	1.57
17.13984465375871	14.628191192553682	1.5700000000000003	3.9285573806219047	24.689399282023068	1.57	25	1.57
17.141835470535543	17.12819039988327	1.7270000000000003	0.019908167768326032	24.999992073295864	1.57	25	1.57
16.752912395098747	19.597752879634044	1.8840000000000003	-3.8892307543679587	24.695624797507723	1.57	25	1.57
15.982642316903764	21.976131320218613	2.0410000000000004	-7.70270078194982	23.78378440584571	1.57	25	1.57
14.849972655515892	24.204821392474397	2.1980000000000004	-11.326696613878715	22.286900722557824	1.57	25	1.57
13.382765284206242	26.229000863167308	2.3550000000000004	-14.672073713096493	20.2417947069291	1.57	25	1.57
11.617111172156228	27.998878134788388	2.5120000000000005	-17.656541120500137	17.698772716210797	1.57	25	1.57
9.596442603982952	29.470917039707874	2.6690000000000005	-20.206685681732758	14.720389049194873	1.57	25	1.57
7.370464814574033	30.608907760697363	2.8260000000000005	-22.259777894089193	11.379907209894906	1.57	25	1.57
4.993933319316744	31.384857534877465	2.9830000000000005	-23.76531495257289	7.75949774180103	1.57	25	1.57
2.525307015454374	31.77967923118963	3.1400000000000006	-24.686263038623697	3.948216963121652	1.57	25	1.57
0.025310186135524937	31.783660863480844	-2.9861853071795856	-24.999968293188488	0.039816322912159606	1.57	25	1.57
-2.4445612204289935	31.39670448992562	-2.8291853071795856	-24.698714065645184	-3.8695637355522083	1.57	25	1.57
-4.823552293543221	30.628328622239227	-2.6721853071795856	-23.78991073114227	-7.683758676863929	1.57	25	1.57
-7.053143634258131	29.49743408541933	-2.5151853071795855	-22.295913407149097	-11.308945368198978	1.57	25	1.57
-9.078490839568127	28.03183908749426	-2.3581853071795855	-20.253472053099966	-14.655949979250698	1.57	25	1.57
-10.849773587548809	26.267594935823066	-2.2011853071795855	-17.71282747980681	-17.642441516711934	1.57	25	1.57
-12.323421138085996	24.24809923223869	-2.0441853071795855	-14.736475505371871	-20.19495703584375	1.57	25	1.57
-13.46318410382606	22.023028361024153	-1.8871853071795854	-11.397629657400648	-22.250708712145357	1.57	25	1.57
-14.241026127485764	19.647115528820713	-1.7301853071795854	-7.77842023659703	-23.759128322034414	1.57	25	1.57
-14.637813531677121	17.178804414743908	-1.5731853071795854	-3.9678740419135745	-24.683111140768062	1.57	25	1.57
-14.643785976957822	14.678811548774613	-1.4161853071795854	-0.05972445280701014	-24.999928659692948	1.57	25	1.57
