pos_X	posY	posZ	vix	viy	wi	vr	wr	Dpos_X	DposY	DposZ	rho	alpha	beta	Destination Reached
0.0	0.0	0.0	0.0	0.0	0.0	16	1	160	90	0	183.5755975068582	0.5123894603107377	-0.5123894603107377	False
1.6	0.0	0.1	16.0	0.0	1	16	1	160	90	0	182.18276537587195	0.4166951387622772	-0.3166951387622772	False
3.1920066644448415	0.15973346663492505	0.2	15.920066644448411	1.5973346663492505	1	16	1	160	90	0	180.72083517046283	0.32027849064574637	-0.12027849064574636	False
4.760113188990828	0.477604395907023	0.30000000000000004	15.681065245459866	3.1787092927209795	1	16	1	160	90	0	179.20290670575255	0.22308943894553998	0.07691056105446006	False
6.288651571591798	0.9504367265651664	0.4	15.285383826009696	4.728323306581434	1	16	1	160	90	0	177.64290966674966	0.12508214396707631	0.27491785603292374	False
7.762349161996414	1.5735060742590075	0.5	14.736975904046162	6.230693476938408	1	16	0.9204035718577602	160	90	0	176.05552294850904	0.026215934131963117	0.4737840658680369	False
9.16648126102101	2.3405869360257325	0.592040357185776	14.041320990245964	7.670808617667248	0.9204035718577602	16	0.46176443993155625	160	90	0	174.45607777862713	-0.06558401474570887	0.6576243719314848	False
10.494167301101843	3.233475383131236	0.6382168011789315	13.276860400808326	8.928884471055035	0.46176443993155625	16	0.2269392215041499	160	90	0	172.85954936040017	-0.1123670738868073	0.7505838750657389	False
11.779222341543422	4.186698097419818	0.6609107233293465	12.850550404415793	9.532227142885816	0.2269392215041499	16	0.10666070133717054	160	90	0	171.26973379176192	-0.13610852056259218	0.7970192438919387	False
13.042315980163233	5.16883579656295	0.6715767934630635	12.630936386198108	9.821376991431325	0.10666070133717054	16	0.04501396902967425	160	90	0	169.68467023448136	-0.14805403402537246	0.819630827488436	False
14.294862420551471	6.164389619653772	0.676078190366031	12.525464403882392	9.955538230908218	0.04501396902967425	16	0.013380738218327748	160	90	0	168.1023399149793	-0.15395946882011058	0.8300376591861416	False
15.542914803291666	7.165571546146916	0.6774162641878638	12.480523827401944	10.01181926493144	0.013380738218327748	16	-0.002887141712281105	160	90	0	166.5214460686838	-0.1567710058452426	0.8341872700331064	False
16.789626413822635	8.168422562084618	0.6771275500166357	12.46711610530968	10.028510159377015	-0.002887141712281105	16	-0.011287977343114486	160	90	0	164.94125672090058	-0.15799681574893354	0.8351243657655693	False
18.036627509689147	9.170913592921165	0.6759987522823243	12.470010958665105	10.024910308365467	-0.011287977343114486	16	-0.015660674802069785	160	90	0	163.36137957983144	-0.1584090466500856	0.8344077989324099	False
19.28475942046508	10.171996373365829	0.6744326848021174	12.481319107759326	10.01082780444664	-0.015660674802069785	16	-0.01797100390332318	160	90	0	161.78160925881014	-0.1584030817086922	0.8328357665108096	False
20.534457563224144	11.171123268201786	0.6726355844117851	12.496981427590661	9.991268948359565	-0.01797100390332318	16	-0.01922578450191459	160	90	0	160.20183935891987	-0.15818140940301417	0.8308169938147992	False
21.78594921835629	12.168002717851843	0.6707130059615936	12.514916551321464	9.96879449650057	-0.01922578450191459	16	-0.019940812630118154	160	90	0	158.62201497395972	-0.1578477417803859	0.8285607477419794	False
23.03935513830653	13.1624742357113	0.6687189246985817	12.534059199502401	9.94471517859457	-0.019940812630118154	16	-0.02038040821192122	160	90	0	157.0421077498282	-0.1574551992707375	0.8261741239693192	False
24.2947416219671	14.154444384779483	0.6666808838773897	12.553864836605696	9.919701490681817	-0.02038040821192122	16	-0.020680071429898472	160	90	0	155.4621029641314	-0.1570309841916897	0.8237118680690794	False
25.55214717269306	15.143853946590735	0.6646128767343998	12.574055507259647	9.894095618112518	-0.020680071429898472	16	-0.020909299899377842	160	90	0	153.88199287714767	-0.1565890176924581	0.821201894426858	False
26.811596139258786	16.130661070914698	0.6625219467444621	12.59448966565725	9.868071243239621	-0.020909299899377842	16	-0.021103766858152184	160	90	0	152.30177332123213	-0.15613641338074544	0.8186583601252075	False
28.073105695784538	17.114832620388775	0.6604115700586468	12.615095565257507	9.841715494740763	-0.021103766858152184	16	-0.021281808235753763	160	90	0	150.72144195405502	-0.155676794357496	0.8160883644161429	False
29.336689414276393	18.09633971988541	0.6582833892350715	12.635837184918532	9.81507099496637	-0.021281808235753763	16	-0.02145287208786395	160	90	0	149.1409973645724	-0.15521199322161094	0.8134953824566824	False
30.602359094297526	19.075155464075912	0.6561381020262851	12.656696800211325	9.78815744190501	-0.02145287208786395	16	-0.021621849900564927	160	90	0	147.56043861552504	-0.1547429235292296	0.8108810255555147	False
31.870125701136175	20.051253732993967	0.6539759170362286	12.677666068386483	9.760982689180532	-0.021621849900564927	16	-0.021791297462113723	160	90	0	145.9797650092938	-0.15427002661791642	0.808245943654145	False
33.13999984792511	21.024608576469394	0.6517967872900172	12.698741467889366	9.733548434754256	-0.021791297462113723	16	-0.02196257394203549	160	90	0	144.39897596802308	-0.15379350075031714	0.8055902880403344	False
