pos_X	posY	posZ	vix	viy	wi	vr	wr	Dpos_X	DposY	DposZ	rho	alpha	beta	Destination Reached
0.0	0.0	0.0	0.0	0.0	0.0	16	1	160	90	0	183.5755975068582	0.5123894603107377	-0.5123894603107377	False
1.6	0.0	0.1	16.0	0.0	1	16	1	160	90	0	182.18276537587195	0.4166951387622772	-0.3166951387622772	False
3.1920066644448415	0.15973346663492505	0.2	15.920066644448411	1.5973346663492505	1	16	1	160	90	0	180.72083517046283	0.32027849064574637	-0.12027849064574636	False
4.760113188990828	0.477604395907023	0.30000000000000004	15.681065245459866	3.1787092927209795	1	16	1	160	90	0	179.20290670575255	0.22308943894553998	0.07691056105446006	False
6.288651571591798	0.9504367265651664	0.4	15.285383826009696	4.728323306581434	1	16	1	160	90	0	177.64290966674966	0.12508214396707631	0.27491785603292374	False
7.762349161996414	1.5735060742590075	0.5	14.736975904046162	6.230693476938408	1	16	0.8338909892222819	160	90	0	176.05552294850904	0.026215934131963117	0.4737840658680369	False
9.16648126102101	2.3405869360257325	0.5833890989222282	14.041320990245964	7.670808617667248	0.8338909892222819	16	0.6928988276404262	160	90	0	174.45607777862708	-0.056932756482161284	0.6403218554043895	False
10.501842128765496	3.2219559580004637	0.6526789816862708	13.353608677444857	8.813690219747311	0.6928988276404262	16	0.5734206140039727	160	90	0	172.85869412513728	-0.12674933078919795	0.7794283124754687	False
11.77297758551486	4.193663038655217	0.710021043086668	12.711354567493652	9.71707080654753	0.5734206140039727	16	0.4721601975812667	160	90	0	171.27164866546977	-0.18527230220272983	0.8952933452893979	False
12.986334640279768	5.236622605298254	0.7572370628447946	12.133570547649068	10.429595666430368	0.4721601975812667	16	0.386335032042447	160	90	0	169.6992868277779	-0.2342251756952328	0.9914622385400275	False
14.149113341630448	6.335688432119025	0.7958705660490394	11.627787013506804	10.99065826820771	0.386335032042447	16	0.3135909021892678	160	90	0	168.14338574312112	-0.275067170901341	1.0709377369503803	False
15.268574198164384	7.478845197697705	0.8272296562679662	11.194608565339346	11.431567655786802	0.3135909021892678	16	0.25193339810318793	160	90	0	166.6041014037103	-0.3090347144683629	1.1362643707363291	False
16.351642184143362	8.656539443988922	0.852422996078285	10.830679859789791	11.77694246291217	0.25193339810318793	16	0.1996717832526118	160	90	0	165.08061448401418	-0.33717584714525484	1.1895988432235398	False
17.404699561488872	9.861143179670577	0.8723901744035462	10.530573773455087	12.046037356816552	0.1996717832526118	16	0.15537236837490287	160	90	0	163.57156256396925	-0.36037902913450504	1.232769203538051	False
18.433496085638527	11.086531979969319	0.8879274112410365	10.287965241496538	12.253888002987424	0.15537236837490287	16	0.11781940684594772	160	90	0	162.0753234316789	-0.3793974093798771	1.2673248206209136	False
19.443130043608456	12.327756887435317	0.8997093519256313	10.096339579699283	12.412249074659988	0.11781940684594772	16	0.08598209178787086	160	90	0	160.59019597122148	-0.39486935503143	1.2945787069570613	False
20.438070226759955	13.580790818320853	0.9083075611044183	9.949401831515	12.530339308855364	0.08598209178787086	16	0.058986595667526176	160	90	0	159.114511512885	-0.40733585812159423	1.3156434192260127	False
21.422199917475563	14.84233303000146	0.914206220671171	9.841296907156101	12.615422116806071	0.058986595667526176	16	0.036092330962604446	160	90	0	157.64669860192225	-0.4172553125137975	1.3314615331849684	False
22.398871122362795	16.109658306930836	0.9178154537674315	9.766712048872336	12.673252769293759	0.036092330962604446	16	0.01667177402763942	160	90	0	156.1853170561133	-0.4250160645698463	1.3428315183372779	False
23.370961903519692	17.380500355806216	0.9194826311701954	9.720907811568967	12.708420488753802	0.01667177402763942	16	0.00019331217038853765	160	90	0	154.72907218665318	-0.43094707330778265	1.350429704477978	False
24.340932615558344	18.652961285574683	0.9195019623872343	9.699707120386504	12.724609297684676	0.00019331217038853765	16	-0.01379333703088248	160	90	0	153.27681656706662	-0.4353269626911669	1.3548289250784011	False
25.310878729197352	19.92544096581975	0.918122628684146	9.699461136390081	12.724796802450657	-0.01379333703088248	16	-0.025669515076095717	160	90	0	151.82754431438255	-0.43839170565697333	1.3565143343411192	False
26.28257909369836	21.196581556639117	0.9155556771765364	9.717003645010077	12.711405908193665	-0.025669515076095717	16	-0.035758144486275345	160	90	0	150.3803811782815	-0.4403411438284626	1.355896821004999	False
27.25753920949024	22.465223654559207	0.9119798627279089	9.749601157918786	12.686420979200898	-0.035758144486275345	16	-0.04433265982682588	160	90	0	148.93457259061353	-0.44134451684959036	1.3533243795774992	False
28.237029511226293	23.730371372734844	0.9075465967452263	9.794903017360523	12.651477181756354	-0.04433265982682588	16	-0.05162458417974536	160	90	0	147.48947104936371	-0.4415451497804952	1.3490917465257215	False
29.222118905571577	24.99116433160971	0.9023841383272517	9.850893943452856	12.607929588748654	-0.05162458417974536	16	-0.057829953194483696	160	90	0	146.04452368544406	-0.4410644252141754	1.343448563541427	False
30.213703935461623	26.24685502939239	0.8966011430078034	9.915850298900484	12.556906977826792	-0.057829953194483696	16	-0.06311475948286871	160	90	0	144.59926050915794	-0.44000514812330427	1.3366062911311076	False
31.21253399754425	27.49679043055519	0.8902896670595165	9.988300620826264	12.499354011628027	-0.06311475948286871	16	-0.06761956489001664	160	90	0	143.15328360123507	-0.4384543954622785	1.328744062521795	False
32.21923305047652	28.74039688632216	0.8835277105705148	10.066990529322661	12.436064557669674	-0.06761956489001664	16	-0.07146340648479788	160	90	0	141.7062573630881	-0.43648592885642806	1.3200136394269428	False
