pos_X	posY	posZ	vix	viy	wi	vr	wr	Dpos_X	DposY	DposZ	rho	alpha	beta	Destination Reached
0.0	0.0	0.0	0.0	0.0	0.0	16	1	160	0	-1.5707963267948966	160.0	0.0	1.5707963267948966	False
1.6	0.0	0.1	16.0	0.0	1	16	1	160	0	-1.5707963267948966	158.4	-0.1	1.7707963267948967	False
3.1920066644448415	0.15973346663492505	0.2	15.920066644448411	1.5973346663492505	1	16	1	160	0	-1.5707963267948966	156.80807469229345	-0.20101865605182143	1.971814982846718	False
4.760113188990828	0.477604395907023	0.30000000000000004	15.681065245459866	3.1787092927209795	1	16	1	160	0	-1.5707963267948966	155.24062149789896	-0.3030765475217244	2.173872874316621	False
6.288651571591798	0.9504367265651664	0.4	15.285383826009696	4.728323306581434	1	16	1	160	0	-1.5707963267948966	153.71428679745648	-0.406183177910965	2.3769795047058615	False
7.762349161996414	1.5735060742590075	0.5	14.736975904046162	6.230693476938408	1	16	1	160	0	-1.5707963267948966	152.2457823850619	-0.5103354855826138	2.58113181237751	False
9.16648126102101	2.3405869360257325	0.6	14.041320990245964	7.670808617667248	1	16	1	160	0	-1.5707963267948966	150.851677890526	-0.6155164390035307	2.7863127657984275	False
10.487018244876495	3.244014893457789	0.7	13.205369838554853	9.034279574320566	1	16	1	160	0	-1.5707963267948966	149.54817065392965	-0.7216938083807558	2.9924901351756525	False
11.710765744531678	4.274763193038095	0.7999999999999999	12.237474996551816	10.307482995803056	1	16	1	160	0	-1.5707963267948966	148.35083618379002	-0.8288192172860034	3.141592653589793	False
12.825496479487143	5.422532938477332	0.8999999999999999	11.147307349554648	11.477697454392363	1	16	1	160	0	-1.5707963267948966	147.27436419818054	-0.9368275829892581	3.141592653589793	False
13.820072428720206	6.675855993881305	0.9999999999999999	9.945759492330634	12.533230554039733	1	16	1	160	0	-1.5707963267948966	146.33228720277577	-1.0456370499668783	3.141592653589793	False
14.68455611810923	8.022209569573938	1.0999999999999999	8.644836893890238	13.463535756926342	1	16	0.18358191948292202	160	0	-1.5707963267948966	145.53671041001684	-1.1551495051608072	3.141592653589793	False
15.410309912390154	9.448141345672235	1.1183581919482921	7.25753794280924	14.259317760982965	0.18358191948292202	16	-0.04410145477981153	160	0	-1.5707963267948966	144.89805331514586	-1.1836099269436489	3.141592653589793	False
16.109765353298787	10.887155621551148	1.1139480464703109	6.9945544090863265	14.390142758789123	-0.04410145477981153	16	-0.09095864372032558	160	0	-1.5707963267948966	144.3015238457675	-1.1894670755612131	3.141592653589793	False
16.81556023395974	12.323071213232216	1.1048521820982784	7.0579488066095175	14.359155916810684	-0.09095864372032558	16	-0.10086160068338224	160	0	-1.5707963267948966	143.7137497779569	-1.1907049451815952	3.141592653589793	False
17.53438663131503	13.752507679279313	1.0947660220299402	7.188263973552903	14.294364660470972	-0.10086160068338224	16	-0.10322175204536954	160	0	-1.5707963267948966	143.12785354355128	-1.1909999641018436	3.141592653589793	False
18.267593746205655	15.174621362032477	1.0844438468254032	7.3320711489062536	14.221136827531636	-0.10322175204536954	16	-0.1040447057827727	160	0	-1.5707963267948966	142.54242917802284	-1.191102833319019	3.141592653589793	False
19.01544084674565	16.589091126366068	1.0740393762471259	7.478471005399954	14.1446976433359	-0.1040447057827727	16	-0.10455657748920366	160	0	-1.5707963267948966	141.95719025127386	-1.1911668172823229	3.141592653589793	False
19.77796401282689	17.99570351831683	1.0635837184982055	7.625231660812362	14.066123919507632	-0.10455657748920366	16	-0.1050077266864946	160	0	-1.5707963267948966	141.37207900256413	-1.1912232109319842	3.141592653589793	False
20.555152289267173	19.394266488999158	1.053082945829556	7.771882764402846	13.985629706823286	-0.1050077266864946	16	-0.10544930455737678	160	0	-1.5707963267948966	140.787084371102	-1.1912784081658445	3.141592653589793	False
21.34698343921647	20.784591425828665	1.0425380153738184	7.918311499492962	13.903249368295079	-0.10544930455737678	16	-0.10589178997412674	160	0	-1.5707963267948966	140.20220484052146	-1.1913337188429383	3.141592653589793	False
22.153431173587435	22.166489414729416	1.0319488363764058	8.064477343709664	13.818979889007494	-0.10589178997412674	16	-0.10633735753368079	160	0	-1.5707963267948966	139.61744085245303	-1.1913894147878825	3.141592653589793	False
22.974466586292593	23.53977046793159	1.0213151006230377	8.210354127051579	13.732810532021736	-0.10633735753368079	16	-0.10678648661198409	160	0	-1.5707963267948966	139.0327932575403	-1.1914455559226704	3.141592653589793	False
23.810058412222464	24.904243369985412	1.0106364519618392	8.355918259298711	13.644729020538238	-0.10678648661198409	16	-0.10723931095003358	160	0	-1.5707963267948966	138.44826299926524	-1.1915021589649266	3.141592653589793	False
24.660173045664365	26.259715652995265	0.9999125208668358	8.501146334418996	13.554722830098537	-0.10723931095003358	16	-0.10769589427470727	160	0	-1.5707963267948966	137.86385104952524	-1.1915592318805108	3.141592653589793	False
25.5247745095892	27.605993599252663	0.989142931439365	8.64601463924834	13.462779462573966	-0.10769589427470727	16	-0.10815628660170518	160	0	-1.5707963267948966	137.27955839562864	-1.1916167809213856	3.141592653589793	False
26.403824414471455	28.94288225008582	0.9783273027791946	8.790499048822547	13.36888650833157	-0.10815628660170518	16	-0.10862053574738972	160	0	-1.5707963267948966	136.69538603779463	-1.1916748120645961	3.141592653589793	False
27.297281914488998	30.270185416533636	0.9674652492044555	8.934575000175428	13.273031664478175	-0.10862053574738972	16	-0.1090886896924097	160	0	-1.5707963267948966	136.11133498880224	-1.1917333313077236	3.141592653589793	False
